customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7750-54605,Male,0,Yes,No,14,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),30.53,427.42,No
3671-23424,Male,0,No,No,48,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,52.25,2508.0,No
4569-30257,Female,0,No,No,29,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,85.29,2473.41,No
9247-38981,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),119.94,5997.0,No
4087-83224,Female,1,Yes,Yes,10,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.56,665.6,Yes
9612-79742,Female,0,Yes,No,71,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,101.07,7175.97,Yes
2867-64702,Female,1,Yes,Yes,27,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,111.59,3012.93,No
8544-20013,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,20.96,586.88,Yes
2909-27200,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),48.89,440.01,No
1284-72851,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.04,2132.84,Yes
6705-50838,Female,0,No,Yes,26,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),97.61,2537.86,No
6940-28220,Female,0,Yes,No,8,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,76.71,613.68,No
8240-88335,Female,0,Yes,Yes,2,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,29.56,59.12,Yes
9570-54832,Male,0,No,No,57,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.07,3537.99,No
3821-49935,Female,1,No,Yes,52,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),71.4,3712.8,No
1471-25544,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,89.78,5207.24,No
4643-26870,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,97.95,293.85,No
3332-39697,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,28.79,230.32,Yes
6036-26429,Male,1,No,Yes,59,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,68.76,4056.84,No
4438-27067,Female,0,No,Yes,2,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),36.11,72.22,No
2287-65680,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,95.33,5910.46,No
2830-20188,Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,85.77,4202.73,No
1308-73472,Female,0,Yes,No,20,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,92.3,1846.0,No
8065-15572,Female,1,No,No,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),27.5,797.5,No
4217-24131,Female,0,No,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,71.03,1207.51,No
1537-96479,Male,0,Yes,No,22,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,104.06,2289.32,Yes
9412-87748,Male,1,Yes,Yes,6,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,91.33,547.98,No
1971-71483,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,106.17,6582.54,Yes
2948-43162,Female,0,No,No,31,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.61,1258.91,Yes
1709-18683,Male,0,No,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),48.69,3018.78,No
5942-97501,Male,0,Yes,No,12,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),64.13,769.56,No
1168-22648,Female,0,No,Yes,12,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,72.33,867.96,Yes
3028-88878,Male,0,Yes,No,63,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,45.22,2848.86,No
4365-87018,Male,0,No,No,16,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,58.12,929.92,No
4277-34219,Female,0,Yes,No,25,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),88.7,2217.5,Yes
6759-13835,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),84.54,1859.88,Yes
2487-29078,Female,1,No,Yes,18,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,31.05,558.9,No
5544-85989,Female,0,No,No,45,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.57,5335.65,Yes
6698-56163,Female,0,No,No,68,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.27,5186.36,No
3630-75619,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,68.36,820.32,No
4962-76179,Female,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,116.72,5719.28,No
2119-22989,Male,0,Yes,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),34.03,1122.99,No
1229-79315,Male,0,Yes,Yes,63,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,74.37,4685.31,No
4555-35106,Female,0,Yes,Yes,18,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.51,1809.18,No
5617-32514,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,59.89,3234.06,No
9800-10567,Male,0,No,No,27,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,93.63,2528.01,No
2616-38051,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),109.92,2748.0,No
9260-72221,Female,0,No,Yes,34,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,46.17,1569.78,Yes
7004-87251,Female,1,No,Yes,60,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,44.15,2649.0,No
4033-67627,Male,0,No,No,54,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),56.07,3027.78,No
2758-33704,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,61.84,309.2,No
6813-59756,Female,0,Yes,No,36,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,31.1,1119.6,No
7948-38085,Female,1,No,Yes,54,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,43.13,2329.02,No
9425-39825,Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,107.32,3863.52,No
7677-24790,Male,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.66,5289.54,Yes
6149-26202,Female,0,No,Yes,39,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,46.78,1824.42,No
8633-24459,Female,1,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),114.36,8005.2,Yes
9515-27814,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),97.43,389.72,No
9123-57349,Male,0,No,Yes,65,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),56.24,3655.6,No
5723-83024,Male,1,No,No,40,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,96.54,3861.6,Yes
1665-20780,Female,1,No,No,37,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),79.61,2945.57,Yes
6375-74711,Male,1,No,No,67,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),88.38,5921.46,No
2895-60434,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.14,1616.34,Yes
5646-69892,Male,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),40.95,1924.65,No
6111-68190,Male,0,No,Yes,27,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),45.36,1224.72,No
4700-82602,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),28.37,1446.87,Yes
7672-48088,Male,0,No,No,20,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,67.1,1342.0,No
8011-34744,Female,0,Yes,No,13,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),60.62,788.06,Yes
2140-72347,Female,0,No,No,63,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,20.25,1275.75,No
7020-33500,Male,0,No,Yes,44,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,105.64,4648.16,No
1209-98363,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),88.19,2116.56,No
9055-98092,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.67,194.01,Yes
2723-61952,Male,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),116.7,1167.0,Yes
8177-78506,Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),114.05,7413.25,No
2392-25626,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),29.51,1445.99,No
3348-61748,Female,0,No,Yes,58,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.51,4727.58,No
7563-87405,Male,0,Yes,No,2,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,101.7,203.4,No
2666-32114,Male,0,No,Yes,66,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,37.3,2461.8,No
2060-57672,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),32.8,1016.8,No
4261-54385,Male,1,No,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.98,3126.64,No
4281-87982,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),47.97,1774.89,No
7623-26090,Male,0,Yes,No,24,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,116.5,2796.0,No
4815-65666,Female,1,Yes,Yes,44,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,98.05,4314.2,No
9177-46505,Male,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.97,1064.77,No
5472-94388,Female,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),98.65,5031.15,No
7557-56674,Male,1,Yes,Yes,42,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),36.96,1552.32,No
8795-97382,Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,55.72,2228.8,No
7626-73508,Female,1,Yes,Yes,48,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,51.85,2488.8,No
9379-46554,Male,0,Yes,No,4,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,47.24,188.96,Yes
3414-69589,Male,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),50.88,3052.8,No
2770-26015,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,95.42,3721.38,No
5107-74138,Female,0,No,Yes,5,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,46.66,233.3,No
9147-40254,Female,1,Yes,Yes,6,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,100.07,600.42,Yes
3205-13895,Female,0,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),29.1,407.4,Yes
2631-16927,Female,0,No,No,70,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,79.52,5566.4,No
2117-75291,Male,0,Yes,No,12,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),106.3,1275.6,Yes
1438-33474,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),27.93,1731.66,No
7269-89244,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),83.49,2254.23,No
6356-30019,Male,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,71.16,3842.64,No
5960-91522,Male,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),53.19,638.28,No
2578-20029,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),30.07,240.56,No
9518-74512,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.65,1402.4,Yes
8635-36467,Male,0,No,No,52,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,50.94,2648.88,No
5809-96781,Female,0,Yes,Yes,26,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.89,1401.14,No
9157-74258,Female,0,Yes,Yes,8,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,91.76,734.08,Yes
9270-44296,Female,0,Yes,No,45,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,114.54,5154.3,Yes
9887-55038,Female,0,Yes,Yes,19,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,53.36,1013.84,Yes
9856-81646,Male,1,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),94.67,1609.39,No
1289-14141,Male,0,No,Yes,65,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,115.66,7517.9,No
8051-25615,Female,1,No,Yes,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.78,863.62,Yes
7285-68997,Male,0,Yes,Yes,14,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.92,1020.88,No
6153-59327,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),21.12,359.04,No
8250-70248,Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,102.52,1332.76,No
1589-14306,Male,1,Yes,Yes,63,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.69,3067.47,No
3897-82963,Male,0,No,No,33,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),53.28,1758.24,No
5965-31514,Male,1,Yes,No,29,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,88.73,2573.17,No
9052-66450,Female,1,No,Yes,37,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,98.92,3660.04,No
3203-50954,Male,0,No,No,46,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,60.0,2760.0,No
7374-73891,Female,0,Yes,Yes,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),86.55,2077.2,No
2792-84560,Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,115.64,1618.96,Yes
9037-96517,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,108.69,543.45,Yes
9837-85000,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,90.13,4776.89,No
8697-72378,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.31,3429.3,No
3560-76412,Female,0,Yes,No,60,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),107.59,6455.4,No
1913-61299,Female,0,Yes,Yes,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),92.9,2601.2,No
5315-74840,Female,0,No,Yes,26,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,111.72,2904.72,No
7189-90863,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.74,1831.32,Yes
6779-47281,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.23,2528.28,No
6250-18050,Female,0,Yes,No,8,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),70.23,561.84,Yes
1461-87393,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),20.88,375.84,No
1739-26803,Female,1,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,23.02,1335.16,No
7003-55727,Female,0,No,Yes,32,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,94.62,3027.84,No
1440-91940,Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,75.48,3698.52,No
6591-59882,Female,0,No,No,48,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),96.1,4612.8,Yes
2594-66118,Male,0,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),114.97,8162.87,No
6654-56840,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,65.25,4241.25,No
7749-56041,Female,1,No,Yes,33,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,28.84,951.72,No
1924-96670,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,82.66,4133.0,No
5001-42455,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,29.97,119.88,No
4844-94945,Male,0,No,No,36,Yes,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,82.13,2956.68,Yes
6113-87664,Male,0,No,No,28,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,72.77,2037.56,Yes
2391-18585,Male,0,Yes,No,3,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.22,273.66,Yes
5995-25003,Female,0,No,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),55.1,330.6,No
6531-32253,Female,0,Yes,Yes,45,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),34.39,1547.55,No
1322-80571,Male,0,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,43.62,1003.26,No
6343-14899,Male,0,Yes,No,7,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),88.36,618.52,No
8551-96214,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),67.82,4137.02,No
7921-84455,Female,1,No,No,65,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.08,4815.2,Yes
9433-65203,Male,0,Yes,No,6,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,52.3,313.8,No
5368-12674,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,103.67,2488.08,Yes
8695-87068,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),119.95,4438.15,No
1364-51486,Female,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),51.22,2304.9,No
7188-84757,Female,0,Yes,Yes,51,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,91.87,4685.37,Yes
7394-52260,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,37.11,1669.95,No
2601-74010,Female,0,No,Yes,63,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),94.24,5937.12,No
2639-98488,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.09,1829.61,No
4373-54035,Female,0,No,Yes,25,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.53,2013.25,Yes
9138-75898,Male,0,No,No,10,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),43.76,437.6,Yes
6563-31840,Female,0,No,Yes,35,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,105.17,3680.95,Yes
5907-57622,Male,0,Yes,No,55,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),37.33,2053.15,No
8143-36444,Female,0,Yes,No,25,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,112.86,2821.5,No
9142-93288,Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.12,1175.4,No
2234-80232,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.8,585.6,No
4507-47664,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),76.29,305.16,No
5344-16230,Female,1,No,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),105.85,7091.95,No
5871-85172,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,77.7,1320.9,No
7586-39607,Female,0,No,No,65,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.61,2704.65,No
2506-85784,Female,0,Yes,No,53,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),105.9,5612.7,Yes
2552-87576,Female,1,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.62,4538.34,No
6518-45830,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,43.23,1210.44,No
2102-84242,Male,0,Yes,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,76.18,1218.88,Yes
9700-72294,Female,0,Yes,No,21,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.53,1838.13,No
7997-37490,Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),88.05,3698.1,Yes
6690-20048,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,92.4,4989.6,Yes
5945-76144,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,109.57,3506.24,No
